**********************************
*   Optimizing GRN with GRNEAT   *
**********************************

---- Evolution parameters ----
Folder name:                        NMSarsa_ActorCriticPendulum/run_1422527631489809000
Evaluator name:                     NMSarsa_ActorCriticPendulum
Random seed:                        1212
GREAT activated:                    true
Max iterations:                     500
Population size:                    500
Save Population:                    false
Representative method:              1
Species size adjusting methods:     2
Dynamics coeff for genome distance: true
GREAT initialization                true
Number of CPUs                      4
Speciation threshold:               0.15
Species min size:                   15
Initial duplicates:                 19
Tournament size:                    3
Crossover rate:                     0.2
Mutation rate:                      0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	1422527696145857000	480	24	480	237.34910481221976	-782.2371196868813	-964.0036498836437	8	7.68	8	8
1	1422527803393154000	1054	21	524	283.82101720660165	-771.8171127482191	-945.0649909726744	9	8.8	10	8
2	1422527991949901000	1660	18	521	291.6189351297379	-722.7760098722035	-938.9002430679799	10	8.95	11	8
3	1422528310849852000	2273	18	518	296.48535422512214	-600.3526513551091	-956.4208466344193	9	9.1	12	8
4	1422528558406907000	2935	16	517	360.34881768962435	-629.6759568257071	-935.6265353714599	8	9.392	13	8
5	1422528744650308000	3513	15	516	361.0851445523741	-648.3971783298277	-922.6917865790123	9	9.548	14	8
6	1422528862668066000	4075	11	515	197.76310987973386	-681.6759099590782	-938.3709110122437	10	9.55	13	8
7	1422528964982196000	4604	12	511	229.87215688358233	-599.687456415295	-959.0654834818425	10	9.506	13	8
8	1422529050800691000	5134	13	512	305.27074487747166	-538.5016552707189	-958.219869700892	8	9.75	13	8
9	1422529209744018000	5684	11	512	288.42409274906186	-450.51210837467505	-978.4548352872797	9	9.91	14	8
