alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1515
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_ActorCriticPendulum/run_3036074560834048
Random seed:          1515
GREAT activated:      true
Max iterations:       500
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3037029555446421	997	1	499	96.35010324291669	-244.59732845431233	-957.7182717502857	8	9.098	12	8
1	3037439772168273	1500	3	501	203.96504192211918	-131.7610335890593	-928.9531503558362	8	9.376	13	8
2	3037878185195294	2023	3	503	277.22225793783787	-187.0864779764584	-940.2759538496261	8	9.064	12	8
3	3038341098023927	2526	3	503	328.3353153210774	-286.2194429437014	-919.178595776902	9	8.886	13	8
4	3038847770358279	3029	3	503	332.0425263595134	-123.63072209247484	-914.1959416234057	8	9.16	14	8
5	3039749705900702	3574	4	527	334.6606705249488	-21.66555381540982	-913.0580919917509	8	9.8	13	8
6	3040334920292332	4192	3	603	299.1622312417906	-46.92470797331102	-953.7609319589097	10	11.274	14	8
7	3041265445416724	5148	3	924	311.17682164343796	-30.90995914560448	-923.8159147600846	10	17.636	14	8
8	3041945387276575	5664	3	503	321.6611356619989	1.3308884150140454	-914.5599297552661	10	10.882	15	8
9	3044287684526423	7567	5	1886	339.47031483824026	29.275825847783388	-926.5177279189186	9	37.24	14	8
10	3055401911112990	11553	8	3986	362.16031869355623	55.89541203921669	-954.5318928355634	11	89.756	15	8
11	3078776677392545	14638	7	3061	358.6179339974398	175.69043320956848	-969.9699998113687	11	65.116	15	8
12	3085109441083969	15177	6	507	357.53293288278377	229.19077804632528	-930.0508957733042	11	10.688	15	8
13	3091809619490041	15685	9	506	358.44256954286715	215.98939266560842	-972.448693845771	14	10.87	15	8
14	3100367852087199	16218	7	509	401.71204575624483	254.17270256288757	-909.3581763967668	15	11.494	16	8
15	3109489258776207	16727	7	507	409.0992781220471	260.90726697770407	-916.2395751734834	13	11.804	17	8
16	3119599024564485	17244	6	507	409.69928282883984	279.1646467527169	-911.8329400341148	13	11.724	16	8
17	3130030567264684	17754	7	506	409.3466928187928	302.82049030126655	-916.5987942478746	12	11.918	16	8
18	3140551501808830	18261	7	507	413.6217691510581	300.4830124985334	-918.3035670191688	14	11.61	16	8
19	3151846124985098	18787	7	507	414.5219372223414	300.0595028561593	-949.398733273799	14	12.006	17	8
20	3162719000599522	19294	7	507	412.8031722415371	302.4423711866622	-930.9065997338627	14	12.192	17	8
21	3173488365273783	19801	8	507	414.89725737614606	307.37518345578985	-905.5271857033532	13	11.992	17	8
22	3184585046522859	20322	8	508	414.96844439320535	291.016045078235	-915.1778618529827	13	12.278	18	8
23	3195666584767242	20830	7	508	413.6890081064032	302.87574414963	-908.492805141533	13	12.226	19	8
24	3206919560388948	21337	8	507	412.00972417071273	305.8975321006262	-911.1075078601403	16	12.02	20	8
25	3217875317481073	21845	8	508	417.7715151839363	296.76730252544405	-916.6791069868652	12	12.146	20	8
26	3229617721585342	22374	7	508	413.274596946586	289.58867241450326	-933.8866866008556	9	12.284	21	8
27	3241354676138432	22887	6	507	415.8253631496402	307.85207418291884	-922.9432816532282	17	12.364	22	8
28	3253438153198793	23393	6	506	417.50146257382477	329.8263242170762	-907.1122061956289	10	12.596	22	8
29	3266624418062487	23924	5	506	415.6868055276955	339.48149183469127	-908.9358247923587	9	13.106	22	8
